STATE,DISTRICT,Ph OF SOIL,TEMPERATURE,RAINFALL
Bihar,Bhagalpur,7.361273414,34.63120907,109.1279125
Bihar,Bhagalpur,7.914764856,24.0315884,106.1937256
Bihar,Bhagalpur,7.630968851,29.03795483,108.8481762
Bihar,Bhagalpur,7.795291522,29.93664563,106.9129387
Bihar,Bhagalpur,8.322924934,32.46939958,113.3421576
Bihar,Bhagalpur,7.712349483,21.72560755,114.886082
Bihar,Bhagalpur,7.879623038,22.94197694,114.2586629
Bihar,Darbhanga,8.219211638,30.44035122,109.7150257
Bihar,Darbhanga,6.748027771,21.73860515,117.8683889
Bihar,Darbhanga,7.797794451,26.17380663,112.0869197
Bihar,Darbhanga,8.159700624,22.32802425,111.1634165
Bihar,Darbhanga,7.084697878,29.07909587,112.0360598
Bihar,Darbhanga,7.625898622,29.58466307,109.143386
Bihar,Darbhanga,8.170304803,25.08409236,115.4263174
Bihar,Darbhanga,7.127811427,27.69329796,114.5563506
Bihar,Darbhanga,6.654355693,21.96608475,115.2993119
Bihar,Darbhanga,6.92767306,30.91349715,110.6128654
Bihar,Darbhanga,8.184465337,22.01706101,119.442593
Bihar,Darbhanga,8.002644732,22.16036444,119.7216439
Bihar,Darbhanga,6.946637957,28.04896985,114.6654184
Bihar,Darbhanga,7.315923834,28.87510339,117.8844156
Bihar,Darbhanga,7.443736026,19.97486504,118.0471832
Bihar,Darbhanga,7.263181995,28.0174077,117.2106036
Bihar,Darbhanga,8.067628647,24.66348859,109.4227704
Bihar,Darbhanga,7.73643616,26.31550684,113.6376878
Bihar,Darbhanga,7.497815554,21.01907824,117.1820917
Bihar,Darbhanga,7.745657428,20.50905054,114.8341153
Bihar,Darbhanga,7.223897726,23.7854085,115.9891272
Bihar,Darbhanga,7.809313963,21.59158441,117.1998732
Bihar,Darbhanga,7.338041636,24.09757604,110.4893641
Bihar,Darbhanga,7.113276517,28.74803632,109.499648
Bihar,Darbhanga,7.119544831,20.28445122,110.2292104
Bihar,Darbhanga,6.517517376,17.06708037,112.9706821
Bihar,Darbhanga,7.891289288,18.12216252,108.3100898
Bihar,Darbhanga,7.266952024,19.22529292,117.8767087
Bihar,Darbhanga,8.243778874,32.2371358,113.3584732
Bihar,Darbhanga,7.994624821,25.24983892,108.5590647
Bihar,Darbhanga,7.723347564,29.68757294,109.3849487
Bihar,Darbhanga,8.149179538,30.29851105,111.3287935
Bihar,Darbhanga,6.611483414,31.96729001,113.7950744
Bihar,Darbhanga,8.393298001,23.89637356,115.9599285
Bihar,Darbhanga,8.229109877,30.29767866,119.3344242
Bihar,Darbhanga,7.75371027,27.91384598,112.7815748
Bihar,Darbhanga,7.280292614,31.444436,116.2905488
Bihar,Darbhanga,7.231720742,19.48170058,115.3313744
Bihar,Darbhanga,7.202652193,17.20074014,118.102519
Bihar,Darbhanga,7.1522015,18.06161952,112.6557407
Bihar,Darbhanga,7.363031032,28.47158233,108.5903553
Bihar,Darbhanga,8.122909248,26.49137565,109.4086809
Bihar,Darbhanga,6.869415876,21.05164151,114.1495644
Bihar,Darbhanga,8.363797798,18.38464287,118.4369928
Bihar,Darbhanga,8.277704591,29.0407517,119.5485404
Bihar,Katihar,5.970042068,28.61519222,128.9325832
Bihar,Katihar,5.636724361,30.2113045,125.7433764
Bihar,Katihar,5.297746897,24.57433673,130.9868994
Bihar,Katihar,5.524996083,21.42709903,131.0243311
Bihar,Katihar,5.696067906,30.25672423,126.8890379
Bihar,Katihar,5.730842654,24.37849434,131.9786251
Bihar,Katihar,5.521455697,22.59991191,125.81302
Bihar,Katihar,5.210007811,21.39393114,125.3660483
Bihar,Katihar,5.613437644,20.00605359,128.2422783
Bihar,Katihar,5.041078483,31.93099542,128.9672953
Bihar,Katihar,5.925863055,23.74961509,133.3252721
Bihar,Katihar,5.508603077,27.63393372,126.2194172
Bihar,Katihar,5.784307497,27.45011833,126.1460825
Bihar,Katihar,5.871538155,21.73183047,128.2998996
Bihar,Katihar,5.292689217,29.31750485,129.445569
Bihar,Katihar,5.103402595,28.0383085,128.4797018
Bihar,Katihar,5.693738581,26.31081481,130.913968
Bihar,Katihar,5.067914631,30.76668662,128.5378179
Bihar,Katihar,5.954353228,23.80646769,127.6341717
Bihar,Katihar,5.239446316,23.60348452,130.0687627
Bihar,Katihar,5.103639315,20.85591542,131.2402401
Bihar,Katihar,5.225845278,23.70965228,130.9623852
Bihar,Katihar,5.157094512,23.84920597,129.4503684
Bihar,Katihar,5.668392098,29.82292027,125.0929148
Bihar,Katihar,5.708418928,20.95969597,127.5946723
Bihar,Katihar,5.0852569,30.75090871,133.6091927
Bihar,Katihar,5.627144,23.53091113,125.733171
Bihar,Katihar,5.994683917,28.11272312,127.474217
Bihar,Katihar,5.709746876,30.08004168,125.8436675
Bihar,Katihar,5.128200262,24.90739242,132.3717382
Bihar,Katihar,5.207920275,29.89931693,128.7959824
Bihar,Katihar,5.624328985,30.61084698,127.3411743
Bihar,Katihar,5.759596582,26.06956315,127.651059
Bihar,Katihar,5.929112629,21.18409326,131.5486288
Bihar,Katihar,5.151783628,24.97741237,128.3026034
Bihar,Katihar,5.219269324,22.53070555,129.9040513
Bihar,Katihar,5.978461705,28.69824098,133.7934784
Bihar,Katihar,5.85512037,26.84992865,133.3187091
Bihar,Katihar,5.899025905,29.78044277,128.4861795
Bihar,Katihar,5.498647908,24.44512866,126.0853076
Bihar,Katihar,5.788880551,23.59352663,131.8862992
Bihar,Katihar,5.37960542,27.65155748,130.035831
Bihar,Katihar,5.870773593,27.07714537,125.8144816
Bihar,Katihar,5.836140849,26.49745226,128.5787209
Bihar,Katihar,5.003592994,26.18733314,131.313253
Bihar,Jamui,8.379167965,31.69088296,100.6052668
Bihar,Jamui,8.663861927,21.29256054,102.3169506
Bihar,Jamui,8.464099257,16.64185422,101.4877933
Bihar,Jamui,7.762768183,20.67718084,104.952094
Bihar,Jamui,7.58620041,17.59994986,102.0192855
Bihar,Jamui,8.663671144,16.67247265,101.2477423
Bihar,Jamui,8.356333901,16.08476751,101.8869229
Bihar,Jamui,8.606612506,31.0289448,102.0191
Bihar,Jamui,7.800052512,19.30061573,104.2286501
Bihar,Jamui,8.359827515,20.65898153,102.6309243
Bihar,Jamui,7.31038207,17.89881081,101.3375232
Bihar,Jamui,8.006356853,26.55090067,101.225621
Bihar,Jamui,7.482365414,20.57586357,104.888704
Bihar,Jamui,8.623411334,23.26833089,103.0916177
Bihar,Jamui,7.465242353,18.83860235,102.2043296
Bihar,Jamui,8.694587761,21.72013066,100.6759573
Bihar,Jamui,7.548684683,32.95017466,102.6518565
Bihar,Jamui,7.288871848,24.0208295,103.6675876
Bihar,Jamui,8.275693686,21.78894344,101.1796036
Bihar,Jamui,7.608316896,17.18320268,101.6098778
Bihar,Jamui,8.69369281,18.85753069,100.7910177
Bihar,Jamui,8.27882833,28.41937094,104.205046
Bihar,Jamui,8.124831256,22.26987781,100.6048552
Bihar,Jamui,8.683398755,29.73795119,102.1063535
Bihar,Jamui,8.201114978,17.56175112,104.5017189
Bihar,Jamui,7.896652767,28.8945998,100.6069126
Bihar,Jamui,8.461730333,22.70904753,103.4744537
Bihar,Jamui,8.472046395,30.64240643,100.9382421
Bihar,Jamui,8.128334212,26.14105986,103.6514329
Bihar,Jamui,7.355163786,27.70378037,104.8397514
Bihar,Jamui,8.354121872,16.37375133,100.7133619
Bihar,Jamui,8.535554086,32.87885812,102.3899086
Bihar,Jamui,7.448415168,30.58336696,100.9704371
Bihar,Jamui,7.397938245,29.83153525,101.8552881
Bihar,Jamui,8.157975699,29.47633374,102.9846576
Bihar,Jamui,8.381014173,28.98525447,102.6097666
Bihar,Jamui,8.385076258,17.61417462,102.4315546
Bihar,Jamui,8.570401984,27.58868247,100.9800144
Bihar,Jamui,8.159778719,23.85971868,101.3460676
Bihar,Jamui,7.871702582,28.30262202,104.0355656
Bihar,Jamui,8.119629806,30.95379818,101.9742056
Bihar,Jamui,7.763790327,16.11854207,104.6515882
Bihar,Jamui,8.251511161,25.96330572,102.3993163
Bihar,Jamui,7.392450707,27.53862177,101.2874706
Bihar,Jamui,8.19742673,30.60215167,103.5256701
Bihar,Gaya,10.07730121,26.10820549,108.4432583
Bihar,Gaya,9.112049739,23.63955885,91.10861749
Bihar,Gaya,11.97791464,20.90760559,63.03509271
Bihar,Gaya,11.68730571,21.41929593,99.1812487
Bihar,Gaya,11.74209546,28.20067046,63.69116962
Bihar,Gaya,10.89918929,24.09937957,95.96665036
Bihar,Gaya,10.71511696,24.98586135,106.24913
Bihar,Gaya,9.176660946,32.64549302,63.09682392
Bihar,Gaya,9.345684633,25.25398361,64.81426254
Bihar,Gaya,9.416407724,30.08849426,77.2676389
Bihar,Gaya,9.587371773,26.65427656,83.77159236
Bihar,Gaya,10.93282002,27.94798509,96.5713316
Bihar,Gaya,9.461204523,26.05190756,90.33012986
Bihar,Gaya,11.43826307,20.55208877,57.25814546
Bihar,Gaya,10.90394091,24.87689371,77.10872476
Bihar,Gaya,9.654076163,28.22961633,104.519893
Bihar,Gaya,10.55039687,32.47100684,90.38748464
Bihar,Gaya,9.069224757,31.49866344,90.4055623
Bihar,Gaya,11.10983011,30.84996858,66.24911982
Bihar,Gaya,9.016929741,21.30631958,72.44197691
Bihar,Gaya,11.19572869,31.55086743,102.2121849
Bihar,Gaya,11.33042901,27.41152726,96.80525636
Bihar,Gaya,10.85738498,28.89741914,76.27510127
Bihar,Gaya,11.42467502,24.49443391,61.05188189
Bihar,Gaya,11.49909732,29.64120302,81.06819439
Bihar,Gaya,9.07026078,30.13650176,94.78102532
Bihar,Gaya,9.904112164,20.56014414,92.89533679
Bihar,Gaya,9.948205127,31.82701983,86.15235742
Bihar,Gaya,10.16689504,32.94607023,73.64584906
Bihar,Gaya,11.21149512,21.85072455,70.2544548
Bihar,Gaya,11.92859113,21.82157033,109.7841145
Bihar,Gaya,10.5575178,24.07868037,100.2564777
Bihar,Gaya,10.22644013,20.0039345,69.73781002
Bihar,Gaya,10.967788,22.65367531,84.82185463
Bihar,Gaya,11.51241921,20.19459644,97.54412743
Bihar,Gaya,10.57769649,25.46444182,76.91397581
Bihar,Gaya,11.41237424,21.08360087,67.73259186
Bihar,Gaya,9.031785461,30.09892443,80.85147968
Bihar,Gaya,10.70267426,23.58056843,81.50766304
Bihar,Gaya,11.47003905,31.66371873,70.20869656
Bihar,Gaya,9.678176659,28.69761909,91.49127042
Bihar,Gaya,9.606029388,29.17910402,91.99419757
Bihar,Gaya,10.74718722,32.64554727,81.53941419
Bihar,Gaya,11.62962633,22.53574358,62.46662878
Bihar,Gaya,11.07119458,29.51205937,90.27846525
Bihar,Nawada,7.2340824,28.69078871,100.4192489
Bihar,Nawada,7.527337062,20.77667301,101.7699624
Bihar,Nawada,7.117669983,26.08775146,109.8350768
Bihar,Nawada,7.150023759,16.62504139,109.1608434
Bihar,Nawada,7.328509261,29.04814159,108.3178921
Bihar,Nawada,8.012698397,18.51090162,103.4206165
Bihar,Nawada,8.346613104,31.19989048,105.6956101
Bihar,Nawada,7.281484074,26.95947817,100.2402031
Bihar,Nawada,7.393708827,22.0574469,108.3364334
Bihar,Nawada,8.214947734,25.26595905,105.2177777
Bihar,Nawada,7.769055867,30.63065635,107.8721896
Bihar,Nawada,8.261876096,22.5033822,101.1886588
Bihar,Nawada,7.742530018,21.07075161,107.0864159
Bihar,Nawada,7.213870026,31.95186936,101.6494462
Bihar,Nawada,7.688125261,25.20800404,108.0580123
Bihar,Nawada,7.944465169,26.26607966,108.0247446
Bihar,Nawada,7.169908785,18.25385446,104.8708666
Bihar,Nawada,7.196526033,23.58845413,103.3187293
Bihar,Nawada,7.554556686,24.23094002,109.8397663
Bihar,Nawada,8.382009117,21.56636819,103.5889387
Bihar,Nawada,8.074056273,30.1175422,104.3234467
Bihar,Nawada,8.037244593,27.68118249,107.6800659
Bihar,Nawada,6.957023065,20.12432288,106.6239932
Bihar,Nawada,7.260330302,32.43454352,105.7852824
Bihar,Nawada,8.213570723,30.28157778,101.9862648
Bihar,Nawada,7.744804024,16.20846117,108.2641547
Bihar,Nawada,7.140992101,30.8764494,106.5872541
Bihar,Nawada,7.805280999,21.2377534,109.8120627
Bihar,Nawada,7.466842844,30.19312309,108.7294849
Bihar,Nawada,7.652648404,21.53275215,103.1971311
Bihar,Nawada,7.083029426,32.31750618,109.0075527
Bihar,Nawada,8.243302686,25.50863767,104.0432572
Bihar,Nawada,7.679953703,29.89513303,107.06059
Bihar,Nawada,7.207994279,19.53590861,104.8043535
Bihar,Nawada,7.356462731,28.02119727,100.4775186
Bihar,Nawada,7.143090849,17.64087062,100.586355
Bihar,Nawada,8.051424151,23.64684952,100.2267917
Bihar,Nawada,8.078718851,32.29477956,105.1323979
Bihar,Nawada,7.765517178,31.70652153,103.8634553
Bihar,Nawada,7.224025879,23.07521462,106.9312333
Bihar,Nawada,8.137548511,21.62398743,106.3509521
Bihar,Nawada,7.049562168,21.6878776,103.3642331
Bihar,Nawada,7.442787657,21.73673331,108.1156346
Bihar,Nawada,8.350229598,27.32764787,100.2205743
Bihar,Nawada,7.119345402,24.39315596,108.8940232
Bihar,Samastipur,6.606971733,24.84719995,110.2477353
Bihar,Samastipur,7.679357455,30.54759146,110.991377
Bihar,Samastipur,7.300230362,19.51546525,110.4606203
Bihar,Samastipur,6.848263502,29.42366013,111.5671204
Bihar,Samastipur,7.155913832,20.90686078,112.6954615
Bihar,Samastipur,6.854985607,30.34533786,111.3262482
Bihar,Samastipur,6.47797173,19.90062138,113.8753494
Bihar,Samastipur,6.984625219,30.13782975,111.1712429
Bihar,Samastipur,7.911375701,30.13806762,109.8406124
Bihar,Samastipur,6.493540512,20.96842027,113.5776753
Bihar,Samastipur,6.582655177,30.45649824,113.007602
Bihar,Samastipur,6.594984562,28.51225758,107.3080087
Bihar,Samastipur,6.951582896,22.47071666,111.8460221
Bihar,Samastipur,6.466458603,29.21099779,109.9264916
Bihar,Samastipur,5.806276753,24.13862294,105.5117515
Bihar,Samastipur,7.590178722,31.6712383,108.8531818
Bihar,Samastipur,6.385373678,31.6017724,111.8704835
Bihar,Samastipur,7.467781043,21.61707049,105.785366
Bihar,Samastipur,7.981330453,28.57735522,110.2011517
Bihar,Samastipur,6.850960892,22.49659367,112.4463715
Bihar,Samastipur,7.521887454,23.91688191,108.5201933
Bihar,Samastipur,6.8248152,30.74421351,113.4042938
Bihar,Samastipur,6.611153527,31.26613162,110.9575164
Bihar,Samastipur,6.690698887,18.78103986,106.745674
Bihar,Samastipur,7.967936066,32.61122064,110.8563918
Bihar,Samastipur,5.80374548,32.95340413,114.1254592
Bihar,Samastipur,7.055704071,20.52085969,114.9203349
Bihar,Samastipur,7.07226179,19.36938776,106.7083139
Bihar,Samastipur,6.970109821,17.9342391,106.3883319
Bihar,Samastipur,6.5845698,30.55832646,105.6704359
Bihar,Samastipur,6.822802263,25.94992749,114.3774146
Bihar,Samastipur,7.41167863,19.51906634,105.4650583
Bihar,Samastipur,7.667377493,22.96851066,106.6029317
Bihar,Samastipur,6.328249028,24.73045665,112.0237932
Bihar,Samastipur,7.710124349,17.14410419,113.0431503
Bihar,Samastipur,7.011834161,19.48154237,113.862758
Bihar,Samastipur,6.073508069,31.41427019,109.304807
Bihar,Samastipur,5.858330418,26.18905697,111.8083846
Bihar,Samastipur,6.4904803,19.91087805,106.0511748
Bihar,Samastipur,7.710557922,20.91028284,113.4714552
Bihar,Samastipur,7.248784414,26.92741178,113.7762751
Bihar,Samastipur,5.892827413,22.6947807,114.8929844
Bihar,Samastipur,6.553894148,27.06865615,111.6003542
Bihar,Samastipur,7.127865344,29.77544383,105.6966271
Bihar,Samastipur,5.863312548,18.49909647,107.7864892
Bihar,Purnia,7.031410513,20.58652605,47.18564206
Bihar,Purnia,6.936057185,21.03310803,40.29530154
Bihar,Purnia,7.085650191,21.49598671,128.6444871
Bihar,Purnia,6.803724738,28.15212271,117.4652056
Bihar,Purnia,7.092402376,22.73249336,60.01311401
Bihar,Purnia,6.979772972,25.45081644,51.4580372
Bihar,Purnia,6.899757503,20.55500014,53.97457755
Bihar,Purnia,7.001017448,25.07294371,103.8670566
Bihar,Purnia,6.88428418,19.12799878,60.27180353
Bihar,Purnia,7.002646736,23.61858622,139.3605471
Bihar,Purnia,7.042412384,30.54496154,59.13459867
Bihar,Purnia,6.846295167,28.43700394,18.93640394
Bihar,Purnia,6.716973109,24.25984692,55.53866581
Bihar,Purnia,6.803136693,26.34766621,92.73062878
Bihar,Purnia,7.07591727,23.86030991,98.18193207
Bihar,Purnia,6.866882683,24.21275263,84.39140856
Bihar,Purnia,6.795589254,28.73042904,71.56899785
Bihar,Purnia,6.991217723,28.52336043,21.0495634
Bihar,Purnia,6.911936879,21.17669885,126.1510334
Bihar,Purnia,6.805796651,21.88025975,121.2552715
Bihar,Purnia,6.737735299,26.0517186,98.55780949
Bihar,Purnia,6.947167533,26.95878424,44.61000605
Bihar,Purnia,6.906478205,25.23001721,15.23136109
Bihar,Purnia,7.083094265,25.62105577,32.7358556
Bihar,Purnia,6.99577701,30.86708749,113.9132239
Bihar,Purnia,6.967791729,19.2179001,62.30150686
Bihar,Purnia,6.925361807,22.34878895,64.01866115
Bihar,Purnia,6.9235106,28.55944082,35.5935141
Bihar,Purnia,6.868839021,22.00372767,28.44059495
Bihar,Purnia,6.941773179,23.17294345,98.80509568
Bihar,Purnia,7.098501948,20.99856676,67.42540523
Bihar,Purnia,7.095954932,24.35212055,137.4856156
Bihar,Purnia,7.073739567,28.24469112,106.8558639
Bihar,Purnia,6.709131931,28.12930279,44.81457346
Bihar,Purnia,6.715403586,19.83254908,92.95335649
Bihar,Purnia,6.830877254,20.63094675,52.56375829
Bihar,Purnia,6.956363067,29.47709496,72.80992434
Bihar,Purnia,6.996622848,25.28684334,134.0292053
Bihar,Purnia,7.074091246,20.99052537,75.39148625
Bihar,Purnia,6.705294308,28.76489729,93.97747998
Bihar,Purnia,7.055501152,24.12342622,27.5652031
Bihar,Purnia,7.007163007,21.20874147,96.60802945
Bihar,Purnia,6.799448499,28.76311972,126.9239068
Bihar,Purnia,6.845965926,23.50373903,24.76558714
Bihar,Purnia,7.023729249,30.52424893,44.70170942
Bihar,Patna,7.323328188,30.73390087,135.4929479
Bihar,Patna,6.872969268,18.21706106,144.3047465
Bihar,Patna,7.232643127,23.8721542,138.3028032
Bihar,Patna,6.917701862,25.19598336,140.044692
Bihar,Patna,6.473883891,24.99819603,144.4152562
Bihar,Patna,7.697367472,19.18992868,140.0568133
Bihar,Patna,7.760672504,20.39508424,138.1864814
Bihar,Patna,7.307502118,20.89786424,137.974201
Bihar,Patna,7.966593478,21.99148205,135.2700926
Bihar,Patna,6.949806695,28.43161747,138.1075817
Bihar,Patna,7.53108118,21.56414935,139.3774439
Bihar,Patna,7.850590159,28.03440756,143.779007
Bihar,Patna,6.755389384,17.8724541,137.4158266
Bihar,Patna,6.86086926,28.48197649,140.1972346
Bihar,Patna,7.299332922,29.08025666,144.3369732
Bihar,Patna,6.884142209,20.31973443,136.4663336
Bihar,Patna,7.967887517,24.14167606,138.6851587
Bihar,Patna,7.559900504,20.41800976,142.7011752
Bihar,Patna,8.184300592,32.50316174,138.0537682
Bihar,Patna,6.934743083,27.26303545,143.7632998
Bihar,Patna,6.698212656,24.82479184,138.4298278
Bihar,Patna,7.040662611,18.27043272,141.3460581
Bihar,Patna,7.335872432,21.18585308,143.8594459
Bihar,Patna,8.151719632,17.12576128,142.2081912
Bihar,Patna,7.530510231,29.16387148,136.3400676
Bihar,Patna,6.944592808,22.52254414,137.9454958
Bihar,Patna,7.167112764,31.46724171,139.7842841
Bihar,Patna,7.076028939,29.32077345,140.2240974
Bihar,Patna,7.593487579,27.67783025,139.6934632
Bihar,Patna,6.863278003,18.41368058,144.7009209
Bihar,Patna,6.989491365,19.64454644,136.0614261
Bihar,Patna,6.409760402,18.02671365,141.5438269
Bihar,Patna,6.818453528,31.87097872,138.944252
Bihar,Patna,7.320944847,28.94563246,143.4349943
Bihar,Patna,6.301437779,18.38744256,141.6029574
Bihar,Patna,7.535775526,32.03387339,138.2181641
Bihar,Patna,6.601126861,19.54544043,139.9616867
Bihar,Patna,6.405151647,30.83721475,139.0305669
Bihar,Patna,7.153116635,31.0289122,137.6180457
Bihar,Patna,6.372768874,28.78759741,140.6305214
Bihar,Patna,8.028757188,21.09607967,141.9789928
Bihar,Patna,7.284094277,21.4418522,141.6029556
Bihar,Patna,6.385041643,19.79280135,140.9920277
Bihar,Patna,6.887792686,25.09567162,142.7118146
Bihar,Patna,7.556929557,22.01538034,136.5318046
Bihar,Gopalganj,7.322203395,18.12306515,101.8765999
Bihar,Gopalganj,7.101767026,18.65068416,111.7708017
Bihar,Gopalganj,7.328391496,17.59063951,117.514961
Bihar,Gopalganj,7.40860561,25.94821987,110.4980779
Bihar,Gopalganj,7.159492288,22.3059738,104.4674844
Bihar,Gopalganj,7.469464781,23.83402703,109.9514727
Bihar,Gopalganj,6.923555044,27.47218052,108.9700238
Bihar,Gopalganj,7.625403948,25.95436644,117.2475335
Bihar,Gopalganj,7.464487949,28.98983243,102.1722939
Bihar,Gopalganj,7.642289539,19.23178168,119.5998366
Bihar,Gopalganj,7.601283845,23.90450128,108.8895163
Bihar,Gopalganj,7.773908704,20.95316548,112.4571955
Bihar,Gopalganj,7.768355562,28.37163734,104.7893681
Bihar,Gopalganj,7.538037471,24.4632605,113.0818996
Bihar,Gopalganj,7.260998621,18.45179675,100.9325575
Bihar,Gopalganj,7.783907706,17.54895917,103.626281
Bihar,Gopalganj,7.108399347,24.004987,100.5326629
Bihar,Gopalganj,7.043022064,19.75963139,115.2847399
Bihar,Gopalganj,7.382866305,23.75296697,112.2441393
Bihar,Gopalganj,7.341738063,18.58089348,111.1246101
Bihar,Gopalganj,7.054281215,18.33363882,113.7769982
Bihar,Gopalganj,7.552428573,21.04763426,102.6369315
Bihar,Gopalganj,7.167168012,18.60499259,110.0248091
Bihar,Gopalganj,6.933239265,22.20292282,112.420628
Bihar,Gopalganj,7.42860826,20.17481084,115.4084713
Bihar,Gopalganj,6.988042137,27.84504847,112.7791145
Bihar,Gopalganj,7.399911987,23.90023243,105.4832019
Bihar,Gopalganj,7.333735386,25.60136872,108.4014762
Bihar,Gopalganj,7.236867298,28.03853646,113.7320391
Bihar,Gopalganj,7.799367889,21.2887151,112.4814943
Bihar,Gopalganj,7.77127918,23.10388527,108.0164068
Bihar,Gopalganj,7.074997326,21.34935933,108.3654093
Bihar,Gopalganj,7.28777205,19.19116937,114.1186555
Bihar,Gopalganj,7.441793482,22.9830377,103.9617641
Bihar,Gopalganj,7.360977017,28.87751376,106.4099697
Bihar,Gopalganj,7.017485384,29.51088718,108.0960783
Bihar,Gopalganj,7.012840207,25.65325098,114.0993673
Bihar,Gopalganj,7.600580239,19.36324025,116.1596865
Bihar,Gopalganj,7.222192864,30.61518832,107.0513511
Bihar,Gopalganj,7.690105411,31.88642692,106.7756207
Bihar,Gopalganj,7.092717913,18.9036403,119.4364352
Bihar,Gopalganj,7.283560561,29.50829587,104.8340963
Bihar,Gopalganj,7.348838168,29.56442206,108.2322901
Bihar,Gopalganj,6.989045563,27.67167741,111.2517908
Bihar,Gopalganj,7.601506159,20.38143979,105.926114
